gender,category_name,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,grade,comment
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,군대,,,,,,하,"앞으로 예상되는 진로장벽에 대한 지각이 아닌, 미래에 대한 불안을 드러내고 있다. "
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",그런가 보다,,,,,,중,친구와 의견이 다른 상황에서도 갈등을 대처하는 방식에 대해 표현하기보다는 가만히 있음을 응답하였다. 
여,긍정적자아상,나는 ___________________________(한) 사람이다.,평범,,,,,,중,"자신의 특성에 대해 중립적으로 표현하였다. 평범하다는 것이 학생에게 긍정적인 의미인지, 부정적인 의미인지 탐색이 필요하다. "
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,좋은 사람이 되고 싶어서,,,,,,상,"진로와 공부를 하는 이유를 연결지어 인식하고 있고, 이를 구체적으로 표현하였다. "
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,내 인생,,,,,,하,"앞으로의 기대에 대해 내 인생이라는 다소 모호한 표현을 하고 있다. 자신의 진로에 관심을 가지고, 긍정적인 기대를 가질 수 있도록 할 필요가 있다. "
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,행복이자 유일하게 말을 걸 친구들이다,,,,,,상,친구들과 이야기를 나누는 경험을 행복하다는 긍정적인 단어를 사용하여 표현하였다. 평소 긍정적인 또래관계를 경험하고 있음을 알 수 있다. 
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",그꿈에대해찾아본다,,,,,,상,"관심 있는 직업에 대한 정보를 얻는 방법에 대해 알고 있다. 학생이 구체적으로 직업정보를 얻어 본 경험을 탐색하여, 어떤 정보원을 활용할 수 있는지 확인할 필요가 있다. "
남,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",부모님을설득시킨다,,,,,,상,진로와 관련하여 부모님과 의견이 다른 상황에서 부모님을 설득시킨다고 응답하였다. 
남,긍정적자아상,엄마는 나를,사랑하신다,,,,,,상,학생이 어머니의 사랑을 인식하고 있음을 표현하였다. 
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,큰선물이다,,,,,,상,"친구들과 이야기 나누는 경험을 선물이라고 표현하여, 대인관계에 대한 긍정적인 경험을 하고 있다. "
여,긍정적자아상,아빠는 나를,모른다,,,,,,하,"아버지에 대한 문항에서 어머니에 대한 응답과 달리 모른다고 표현하여, 아버지와 관계나 긍정적인 애착이 드러나지 않고 있다. "
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,내 미래,,,,,,하,미래에 대한 기대를 나의 미래라고 표현하고 있다. 자신의 진로에 대해 관심을 가지고 긍정적인 기대를 가질 수 있도록 개입할 필요가 있다. 
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,나중에 좋은 대학가서 좋은데 취직하고 돈벌려고,,,,,,중,"공부를 하는 이유를 진로와 연결 지어 인식하고 있으나, 구체적으로 표현하고 있지는 못하다. 자신의 진로와 공부를 하는 이유를 구체화할 필요가 있다. "
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",그 직업을 찾아본다,,,,,,상,관심 있는 직업에 대한 직업 정보를 얻는 방법에 대해 인식하고 있다. 학생이 직업 정보를 탐색한 경험을 통해 어떤 정보원을 활용하여 찾아보는지 탐색이 필요하다.
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",말을 많이 한다,,,,,,중,"친구들과 의견이 다른 상황에서 말을 많이 한다고 표현하였다. 말을 많이 한다는 것이 설득하기 위해 이야기하는 것인지 그 의미가 모호하므로, 탐색이 필요하다. "
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,내 인생,,,,,,하,"앞으로 예상되는 진로장벽에 대한 지각이 드러나지 않는 응답을 하고 있다. 자신의 미래 진로와 관련된 걱정, 현재 경험하는 어려움 등을 구체화할 필요가 있다. "
남,자기이해,내가 좋아하거나 즐거워하는 활동은,체육,,,,,,상,자신이 흥미를 가진 영역을 구체적으로 표현하였다. 자신의 적성으로 인식하는 것과 같은 영역으로 지각하고 있다. 
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,행복이다,,,,,,상,친구들과 이야기를 나누는 경험을 행복이라는 긍정적인 단어를 활용하여 표현하였다. 친구들과 긍정적인 또래관계를 경험하고 있음을 알 수 있다. 
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,건강,,,,,,하,예상되는 진로장벽을 표현하기보다는 미래에 대한 막연한 불안에 대해서 표현하고 있다. 건강과 관련하여 학생이 현재 상태에 대해 확인하고 응답의 이유를 탐색할 필요가 있다. 
여,자기이해,내가 가장 소중하게 여기는 것은,가족,,,,,,상,자신이 소중하게 여기는 것을 가족으로 응답하였다. 자신과 주변의 사회적 관계의 맥락에 대해 잘 인식하고 있다. 
여,긍정적자아상,엄마는 나를,아껴주신다,,,,,,상,어머니의 애정에 대해 인식하고 있고 안정적인 애착을 형성하고 있다. 
여,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",검색한다,,,,,,상,관심 있는 직업에 대한 직업정보를 얻는 방법에 대해 인식하고 있다. 학생이 어떤 정보원을 활용하여 검색하는지 탐색할 필요가 있다. 
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",설득한다,,,,,,상,"친구들과 의견이 차이 나는 상황에서 서로 의견을 조율하기 위해 설득한다고 표현하여, 합의점을 찾기 위해 노력하고 있다. "
남,자기이해,내가 잘 하는 것은,게임이다,,,,,,하,자신이 잘 하는 것을 소질과 적성에 관한 내용보다는 여가를 즐기는 내용에 관한 것으로 응답하였다. 
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",즐겁다,,,,,,중,계획을 수립하는 것에 흥미가 있다. 그러나 계획의 필요성과 장점에 대한 인식은 드러나 있지 않아서 확인해 보면 좋겠다.
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,가벼운 취미이다,,,,,,중,"대인관계에 대해서 긍정적인 경험을 하고 있으나, 필요성과 중요성을 인식하고 있는지 확인이 필요하다. "
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",세종대왕,왕이기 때문,,,,,중,"닮고 싶은 대상으로 구체적인 인물을 표현하고는 있으나, 근거가 단순하다. 
왕이라서 닮고 싶다는 점에 대해서, 왕의 어떤 점을 닮고 싶은지 구체적으로 확인이 필요하다. 
앞서 자신을 위대하며 나는 항상 옳다고 응답한 부분과 연결하여 확인해 볼 필요가 있다. "
남,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,해보고 싶은게많다,,,,,,상,졸업 이후 다양한 도전과 하고 싶은 것을 할 수 있을 것에 대한 기대를 표현하고 있다. 
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,학교생활,,,,,,중,"현재 경험하고 있거나, 가까운 미래에 일어날 일에 대해서 걱정하고 있는 모습이다. 학교생활에서 예상되는 어려움에 대한 탐색을 통해 필요하면 추가적 개입을 하는 것이 좋겠다. "
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,열심히 공부,,,,,,중,자신의 꿈을 이루기 위한 준비행동으로 학업을 중요하게 여기고 있다. 
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,미래기술,,,,,,중,앞으로의 미래에 대해서 기대를 가지고 있으나 진로와의 관련성이 적다.
남,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",공정하게 다수결로 정한다,,,,,,중,"서로 의견이 다른 것에 대해서 인식하고 있으나, 서로 다른 의견을 조율하기보다는 단순한 방법으로 결정을 내린다."
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,6학년 반배정,,,,,,중,진로장벽이 아닌 단기적인 걱정거리에 대해 기술하였다. 자신의 진로와 관련하여 예상되는 진로장벽이나 현재 경험하는 어려움을 탐색할 필요가 있다. 
남,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,매일 축구를 열심히 하는 것,,,,,,상,희망하는 꿈을 위한 진로준비행동을 운동선수인 꿈과 관련하여 비교적 구체적으로 표현하였다. 
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",손흥민,축구를 잘하기 때문,,,,,상,자신의 역할모델을 구체적인 인물로 표현하였다. 그 이유를 자신의 흥미와 적성을 고려하여 적절히 응답하였다. 
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",별로다 그냥 한다,,,,,,하,계획을 세우는 것에 대해 부정적으로 인식하고 있다. 
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",잼있을것 같다,,,,,,중,"재미있을 것 같다는 응답으로 보아 계획에 흥미를 가지고 있다. 
그러나 계획의 중요성과 필요성에 대한 인식이 드러나지 않는다. 
"
여,교육기회 및 직업정보 탐색능력,내가 공부를 하는 이유는,학교에서 백점 받을라고 백점 받으면 짜장면 먹어서,,,,,,하,공부를 잘 하고 싶다는 생각은 하고 있으나 진로와 공부를 해야 하는 이유를 연결 짓지 못하고 있다. 
여,자기이해,내가 좋아하거나 즐거워하는 활동은,줄넘기이다,,,,,,중,진로와 관련된 흥미가 아닌 놀이와 관련된 내용을 응답하고 있다.
여,자기이해,내가 잘 하는 것은,그림그리기이다,,,,,,상,"자신의 소질과 적성을 구체적으로 지각하고 있다. 
그림에 대하여 일관된 인식을 드러내고 있다. "
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,내가 잼있고 잘하는 일,,,,,,상,좋은 직업에 대하여 흥미와 적성 등의 내적인 직업 가치에 초점을 두고 있다. 
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",엄마,이뻐서,,,,,중,"역할 모델이 엄마로서 구체적이지만 근거에 직업 가치관이 드러나지 않고 단순한 경향이 있다. 
외모라는 외적 가치를 높게 평가하는 것으로 보인다. 
진로와 관련한 역할 모델이 있는지 탐색해 보면 좋겠다. "
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,미래의 나 자신,,,,,,하,"미래에 대한 기대를 구체적으로 표현하기보다는 미래의 나 자신이라는 용어로 모호하게 표현하고 있다. 
미래의 나 자신에게서 무엇을 기대하는지 탐색해 볼 필요가 있다. "
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,열심히 살기 위해서 같다,,,,,,중,"직업의 역할로서 열심히 살기 위함을 응답하였다. 
열심히 살았을 때 이룰 수 있는 것이 무엇인지 탐색하여 직업의 다양한 역할을 인식하고 있는지 확인할 필요가 있다. 
생계유지, 자아실현, 사회적 기여 등의 직업의 다양한 역할을 인식할 수 있도록 하면 좋을 것이다. "
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",없고 내가 하고 싶은 걸 꾸준히 하는 것,,,,,,중,"부모님과 타협점을 찾지 못하고 자신의 의견을 일방적으로 밀어부친다. 
앞서 부모님과 의견 차이가 있을 때 내 의견이 중요하다고 했던 응답과 연결되어 있다. "
여,대인관계 및 의사소통 역량,나에게 친구란,소중한 것,,,,,,상,긍정적인 또래관계를 바탕으로 친구를 소중하다고 느끼고 있다.
여,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",회사원이,엄마 아빠가 회사원이기 때문,의사,어른들이 말해서,화가,그림을 잘그리기 때문이다,중,"꿈을 구체적으로 표현하고 있으나 선택의 이유가 추상적이거나 단순하다. 
영어를 잘 하고 좋아한다고 응답하였는데, 관련된 진로가 드러나지 않으므로 탐색해 보면 좋겠다. 
그림 그리기는 처음 등장하는 소질이므로 구체적으로 탐색해 보면 좋겠다. "
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,공부를 못하게 될까 겁난다,,,,,,상,"진로와 관련되어 걱정되는 것을 비교적 구체적으로 표현하고 있다. 
실제 학업 성취도와 학습 능력에 대해 탐색하고, 필요하다면 학습 역량을 조력하는 것도 좋겠다. "
남,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,재미있다,,,,,,상,대인관계의 중요함을 알고 있으며 긍정적으로 경험하고 있다.
남,자기이해,내가 잘 하는 것은,웃는 것이다,,,,,,중,"진로와 관련된 소질과 적성이 아닌 자신의 장점을 기술하고 있다. 
진로와 관련하여 자신의 소질이 무엇이라고 생각하는지 탐색하면 좋겠다."
남,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",축구선수,축구가 좋기 때문,하키선수,하키도 좋아하기 때문이다,축구선생님,선생님도 조아보여서,중,"꿈을 구체적으로 표현하고 있으나, 선택 이유가 단순하고 흥미 위주로만 고려하고 있다. "
남,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,축구선수,,,,,,상,부모님의 기대 진로를 이해하고 구체적으로 서술하였다. 나의 희망진로와 일치하고 있어서 부모님과 진로 갈등이 적을 것으로 예상된다.
남,긍정적자아상,나의 장점은,잘 웃는 것이다,,,,,,상,자신의 장점을 구체적으로 인식하고 있으며 스스로를 긍정적으로 인식하고 있다.
남,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,잘 사기 위해,,,,,,중,"직업의 역할 중 생계 유지에만 초점을 두고 응답하고 있다. 
직업의 다른 역할, 예를 들어 사회적 기여, 자아 실현 등에 대하여도 인식하고 있는지 탐색해 볼 필요가 있다. 
또한 잘 산다는 것을 무엇이라 생각하는지 살펴보면 좋을 것이다. "
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,축구대회에서 지는 것,,,,,,중,"구체적이기는 하나 단기적이고 비교적 현재에 닥친 걱정거리를 응답하였다. 
축구가 삶에서 아주 중요한 영역이므로 승패에 따라 마음이 크게 흔들릴 수 있다. 
그러므로 승패와 상관없이 마음 관리를 할 수 있도록 정서 조절을 조력하는 것이 도움이 될 것이다. 
"
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,재미없다,,,,,,하,대인관계에 대해 부정적인 태도를 보이고 있다. 추가 질문을 통해 친구들과 이야기를 나누는 것이 어떤 면에서 재미가 없는지 탐색할 필요가 있겠다. 또한 친구들과 원활하게 의사소통을 하는데 어려움이 있다면 적절한 개입을 통해 도울 필요가 있어 보인다. 
여,자기이해,내가 가장 소중하게 여기는 것은,사과,,,,,,중,자신이 소중히 여기는 것을 개인적인 소유물로 표현하였다. 왜 사과를 소중하다고 답했는지와 더불어 그 밖에 소중히 여기는 것은 무엇인지 살펴보면서 학생이 추구하는 가치를 탐색할 필요가 있겠다.
여,진로의사결정능력 및 진로설계와 준비,내가 원하는 직업을 갖기 위해 현재 하고 있는 노력은 _______________________이다.,공부를열심히 하는것,,,,,,중,진로를 준비하기 위한 행동 중 학생의 역할에 초점을 맞추어 응답하였다. 먼저 원하는 직업이 무엇인지 구체화될 필요가 있으며 이를 위해 학생이 자신의 진로 적성 및 흥미를 탐색할 수 있도록 돕는 개입이 필요하다. 더불어 공부를 하는 것과 진로를 구체적으로 연결시켜 생각해볼 수 있도록 돕는 개입도 필요할 것으로 보인다. 
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,돈을많이버는 직업,,,,,,중,"돈을 버는 외적인 직업 가치에만 초점을 맞추어 좋은 직업에 대해 응답하였다. 외적인 가치 뿐 아니라 적성, 흥미, 사회 기여 등 내적인 가치 역시 중요함을 알려주어 균형 잡힌 직업 가치관을 가질 수 있도록 돕는 개입이 필요하겠다."
남,자기이해,내가 좋아하거나 즐거워하는 활동은,반장이다,,,,,,중,"진로와 관련된 흥미가 아닌 반장이라는 역할의 내용으로 응답하고 있다. 
반장으로서 하고 있는 어떤 활동에서 즐거움을 느끼는지 탐색해 보면 좋겠다. "
남,대인관계 및 의사소통 역량,나에게 친구란,즐거운 것,,,,,,상,"또래관계의 중요성을 인식하고 있으며 긍정적인 관계를 형성하고 있다. 
"
남,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",실수가 없도록,,,,,,상,계획의 필요성과 장점에 대해 잘 알고 있다. 계획을 세우고 실천해 본 경험을 살펴보면 좋겠다. 
남,교육기회 및 직업정보 탐색능력,"관심 있는 직업에 대해 더 알고 싶을 때, 나는",인터넷 찾아봄,,,,,,상,적극적으로 다른 정보원을 통해 정보를 얻고자 노력한다. 인터넷에서 어떤 방법을 통해 직업 정보를 탐색하는지 살펴보면 좋겠다. 
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",내 의견대로 갈 것,,,,,,중,"앞서 9번에서 부모님과 의견이 다를 때 설득한다고 했던 것과는 다른 응답이다. 
의견 불일치에 대한 해결 행동이 없이 자신의 의견을 주장하는 것은 아닌지 확인이 필요하다. "
여,자기이해,"내가 좋아하는 과목은 _________이고, 그 이유는 ___________________이다.",수학,문제를 푸는 것이 재밌기 때문,,,,,상,"앞서 잘 한다고 응답하였던 수학을 좋아하는 과목으로도 응답하고 있어서 수학에 대한 적성과 흥미를 확인할 수 있다.
자신이 수학을 좋아하는 이유에 대하여 구체적으로 인식하고 있다. "
여,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",아이돌,이쁘니까,,,,,중,닮고 싶은 사람을 구체적인 인물이 아니라 직업으로 서술하였다. 그 이유에 대해서 아이돌이 가지고 있는 외모에 대해서만 응답하였기 때문에 아이돌을 닮고 싶은 다른 이유에 대해서도 확인해 볼 필요가 있다. 
여,자기이해,내가 좋아하거나 즐거워하는 활동은,친구들과 함께 노는 것,,,,,,중,"자신히 흥미를 갖는 활동을 잘 인식하고 있지만, 진로와 관련된 흥미가 아닌 놀이의 내용으로 응답하고 있다. 
앞서 언급한 장점과 연결하여, 친구들과 함께 놀면서 어떤 점이 특히 나를 즐겁게 하는지 탐색해 봄으로써 나의 흥미를 진로와 관련하여 구체화할 수 있을 것이다. "
여,진로의사결정능력 및 진로설계와 준비,"나는 커서 ①______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ②______________가 되고 싶다. 그 이유는 ____________________이다.
나는 커서 ③______________가 되고 싶다. 그 이유는 ____________________이다.",국과수에 들어가서 일하는 사람이,멋져보여서,의사,세상에 필요한 직업,선생님,의미있는 직업,중,"꿈이 구체적이지만, 선택의 이유가 단순한 경향이 있다. 
국과수 직원이 하는 일에서 무엇이 멋져보이는지, 의사가 하는 일에서 세상에 필요한 것은 무엇인지 등을 탐색해 보면 좋겠다.
한편, 사회적 기여, 의미 추구 등의 내적 가치 추구는 계속 격려하면 좋을 것이다. 
"
여,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,시험,,,,,,중,"구체적이기는 하나 비교적 현재에 닥친 걱정거리를 응답하였다. 
또한 기대된다고 응답하였던 시험에 대하여 걱정스러움도 함께 표현하고 있으므로 실제 학업 성취도와 학습 능력에 대해 탐색하고 학업에 대한 부담감이 큰 것은 아닌지 확인할 필요가 있다. "
남,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",속상하다,,,,,,하,"부모와 의견이 다를 때, 조율하고자 하는 행동을 하기보다는 부정적 감정을 느낀 상태로 있는 편이다."
남,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,멋진그림보는일,,,,,,상,앞으로의 미래에 대해 긍정적 기대를 가지고 있다.
남,직업세계이해 및 건강한 직업의식,"내가 닮고 싶은 사람은 _________이고, 그 이유는 _________________이다.",아빠,아빠가 멋있어보여서,,,,,중,"열할모델이 구체적 인물로 표현되고 있으나, 근거가 다소 단순하며 직업가치관이 드러나지 않는다."
남,긍정적자아상,나의 장점은,긍정적이다,,,,,,중,자신의 장점을 알고있다고 여겨지나 구체적이지 않다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,아무거나,,,,,,하,부모님에 기대에 대해 인식하지 못하고 있다. 부모님께서 자신에게 어떤 기대를 하고 있는지 평소 대화를 통해 탐색할 필요가 있다. 
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",이야기한다,,,,,,중,"진로와 관련한 갈등상황에서 이야기한다는 표현이 모호하여, 이에 대한 탐색이 더 필요하다. 대인관계 및 의사소통 역량에서도 같은 표현을 사용하여, 어휘력의 문제인지 확인할 필요가 있다. "
여,미래에 대한 기대,앞으로 가장 기대되는 것은 __________________________________이다.,미술 수업,,,,,,중,앞으로 가장 기대되는 것을 가까운 미래에 있을 미술 수업으로 응답하였다. 자신의 미래와 관련된 기대에 대해서도 인식하고 있는지 확인할 필요가 있다. 
여,긍정적자아상,나의 장점은,과제집착력이 강하고 실행력이 좋은 것이다,,,,,,상,"자신의 장점에 대해서 구체적으로 알고 있다. 주어진 일을 끈기 있게 실행하는 긍정적인 특성이 있으며, 진로 발달 과정에서도 중요한 자원이 될 것으로 보인다."
여,대인관계 및 의사소통 역량,나에게 친구란,소중한 존재다,,,,,,상,"또래 관계의 중요성을 인식하고 있고, 실제로도 긍정적인 또래 관계를 형성하고 있는 것으로 보인다. 어떤 면에서 친구가 소중한 존재라고 생각하는지 구체적인 경험을 탐색하면 학생이 실제 맺고 있는 관계 양상이 보다 분명히 드러날 것으로 보인다."
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",까먹지 않고 올바르게 일을 할 수 있게하며 일의 결과가 잘못 되었을 경우 중간에 무엇이 잘못 되었는지 알게 해주는 것,,,,,,상,계획의 필요성과 장점에 대해 구체적으로 잘 알고 있다.
여,직업세계이해 및 건강한 직업의식,내 생각에 직업이 필요한 이유는,돈을 벌고 사회에 적응하게 해주며 우리를 살 수 있게 해주기 때문이다,,,,,,상,"직업의 생계 유지, 사회적 적응의 유용성 등의 역할에 대해 다양하게 인식하고 있다.
직업의 자아 실현, 사회적 기여 등의 역할에 대해서도 인식하고 있는지 확인해 보면 좋을 것이다. 
"
여,대인관계 및 의사소통 역량,"부모님과 의견이 다를 때, 나는",잠시 생각을 하고 내가 하고 싶은 것을 정확히 이야기하고 부모님과 의견을 맞추려 한다,,,,,,상,"부모님과의 의견 차이를 인정하고, 자신과 부모님의 의견을 조율하고자 한다.
원하는 것을 무턱대고 말하기 보다는 잠시 생각을 하고 이야기하는 좋은 태도를 가지고 있다. "
여,긍정적자아상,엄마는 나를,다람쥐,,,,,,하,"학생이 다람쥐라는 응답을 하여, 어머니와의 관계나 애정, 애착이 잘 드러나지 않는다. 응답이 어떤 의미인지 탐색할 필요가 있다."
여,진로의사결정능력 및 진로설계와 준비,"어떤 일을 할 때, 계획을 세우는 것은",좋은일이다,,,,,,중,"계획을 세우는 것이 좋다는 것을 인식하고 있어, 계획의 필요성에 대해서 인식하고 있는지 확인할 필요가 있다."
여,직업세계이해 및 건강한 직업의식,내 생각에 좋은 직업이란,보람을 느낄 수 있는 직업이다,,,,,,상,사회적 기여를 중요한 직업 가치로 여기고 있다.
여,미래에 대한 기대,부모님은 내가 커서 __________________이(가) 되기를 바라신다.,교사,,,,,,상,부모가 자신의 미래에 대해서 하고 있는 기대에 대해서 잘 알고 있다.
여,자기이해,내가 가장 소중하게 여기는 것은,추억이다,,,,,,상,"추억을 소중하게 여기는 것으로 보아, 경험과 경험이 주는 의미를 중요한 가치로 인식하는 것으로 여겨진다. "
여,교육기회 및 직업정보 탐색능력,초등학교를 졸업하면,중학교에 진학한다,,,,,,중,졸업 이후 달라지는 상황에 대해서만 인식하고 있다.
여,긍정적자아상,나는 ___________________________(한) 사람이다.,진실,,,,,,상,"자신의 특성에 대해서 잘 이해하고 있으며, 자신을 긍정적으로 지각하고 있다."
여,대인관계 및 의사소통 역량,나에게 친구란,재미있는것이다,,,,,,상,친구의 중요성을 인식하고 있으며 실제로도 긍정적인 친구 관계를 형성하고 있는 것으로 보인다. 추가로 친구가 어떤 면에서 재미있는지 탐색하면 현재 맺고 있는 또래 관계 양상이 보다 구체적으로 드러날 것으로 보인다.
남,미래에 대한 기대,앞으로 가장 걱정되는 것은 __________________________________이다.,내가 나중에 잘 살 수 있을까,,,,,,하,"진로장벽에 대한 구체적인 지각을 나타내지 못하고 미래에 대한 불안에 대해 응답하고 있다. 자신의 진로와 관련하여 예상되는 진로장벽이나, 현재 경험하고 있는 어려움을 구체화할 필요가 있다. "
여,긍정적자아상,엄마는 나를,아끼고 좋아하신다,,,,,,상,어머니와의 애착을 통해 긍정적인 자아상을 형성하고 있다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",친구 의견에 따른다,,,,,,중,친구들과 의견 갈등이 있을 때 친구에게 따른다. 자신의 의견을 고려해 보는 것도 필요할 것 같습니다.
여,대인관계 및 의사소통 역량,나에게 친구란,소중한 존재,,,,,,상,"또래관계의 중요성을 인식하고 있고, 긍정적인 또래관계를 형성하고 있다."
여,자기이해,내가 좋아하거나 즐거워하는 활동은,"그림, 편집, 줄넘기",,,,,,상,자신이 좋아하는 활동을 구체적이고 긍정적으로 표현함.
남,대인관계 및 의사소통 역량,나에게 친구란,같이 이야기하고 놀 수 있는 사람이다,,,,,,중,"외적인 조건과 무관하게 소통이 가능한 상대를 친구로 인식하고 있어 또래관계를 중요하게 생각하는 것으로 보인다. 다만, 같이 이야기하고 논다는 것이 학생에게 어떤 의미인지에 대한 추가 탐색이 필요하다."
남,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",내 꿈을 찾아갈 것,,,,,,상,자신의 진로 관련하여 부모와 의견 갈등이 있을 때 최종적으로 자신의 뜻을 관철하고자 하는 것으로 보인다. 자신의 진로 주체성을 명확하게 파악하고 있는 것으로 보여진다.
여,자기이해,내가 잘 하는 것은,암산이다,,,,,,상,"자신이 잘하는 것에 대해 인식하고, 긍정적으로 표현하고 있다."
여,대인관계 및 의사소통 역량,학교에서 친구들과 이야기를 나누는 것은 나에게,즐거움이다,,,,,,상,"또래 관계의 필요성과 중요성을 인식하고 있으며 긍정적인 또래 경험을 기대하고 있다.
그 밖에도 즐거운 것과 좋아하는 활동이 일치하는 것으로 보아 활동 자체가 즐거운 것으로 이해된다."
여,진로의사결정능력 및 진로설계와 준비,"진로에 관하여 부모님과 의견이 다를 때, 나의 해결방법은 __________________이다.",내가 하고싶은걸 한다,,,,,,중,진로목표를 설정하는 것에 있어서 부모와 의견 갈등이 있을 때 의견을 조율하기보다는 자신의 의견을 따른다고 대답하였다. 진로결정의 주체를 자기 자신으로 인식하고 있는지 파악되지 않고 있다.
여,대인관계 및 의사소통 역량,"친구들과 의견이 다를 때, 나는",의견을 맞춰간다,,,,,,상,친구들과 의견 차이가 있을 때는 서로의 의견을 조율하기 위한 노력을 기울인다. 자신의 의견만 주장하는 태도는 보이지 않는다.
